Beach Name,Latitude,Longitude,Temperature (°C),Humidity (%),Wind Speed (m/s),Cloud Cover (%),Wave Height (m),Ocean Current Velocity (m/s),Sea Surface Temp (°C),Weather Condition,Alert Message,Safety Message
Mumbai Beach,10.8505,83.2185,32.66317386,63.43889579,4.670816631,24.4662368,1.982143002,1.337507026,28.45888682,3,Dangerous conditions due to rain and strong waves. Avoid swimming.,"Avoid swimming altogether – the risk of strong currents and waves is too high. If you're in the water, always wear a life jacket. If a storm is approaching, get out of the water immediately and seek shelter. Be mindful of the risk of hypothermia in cold rain and rough seas. Never swim in rough seas unless you are a trained lifeguard or swimmer. Stay away from rocks or sharp debris in the water. Be aware of sudden changes in sea conditions, as heavy rainfall can intensify the waves."
Pondicherry,10.8505,79.8083,34.37900841,62.0354484,2.445288329,64.47624426,3.893657246,0.063762896,27.36519963,3,Avoid swimming due to rain; stay safe and wait for clearance.,"Avoid swimming during heavy rainfall due to reduced visibility. Seek shelter during storms or when lightning is present. Be mindful of strong wind gusts that can make the water choppy. If you do swim, wear bright-colored clothing to be seen. Keep an eye on the weather and leave the water at the first sign of lightning. Avoid alcohol while swimming or engaging in any water activities. Listen to any safety announcements made by lifeguards."
Pondicherry,15.2993,80.2707,31.44402132,76.91891998,4.493402909,51.13840818,2.788862674,0.712475729,31.79739005,2,"Nice weather, but stay hydrated. No swimming if feeling weak.","Hydrate frequently, as you may not feel as thirsty in cloudy weather. Apply sunscreen to avoid unexpected sun exposure. Use polarized sunglasses to reduce glare off the water. Always swim in safe, designated areas. Avoid alcohol while swimming or engaging in any water activities. Stay alert for sudden changes in the weather. Keep a first aid kit on hand, especially if you're prone to small injuries."
Goa Beach,10.8505,74.124,31.57851686,63.26929609,4.157364347,59.94366099,4.841110459,1.742951191,27.01647809,2,Avoid swimming in rough seas due to strong waves.,"Avoid swimming entirely if the sea is rough and there are warnings. If you must enter the water, always wear a life jacket. Swim only in areas designated by lifeguards. Be extra cautious with strong rip currents – they can quickly carry you out to deeper waters. Always have a buddy when swimming in rough conditions. Stay away from rocks or other hazardous structures in the water. Keep an eye on weather alerts, and get out of the water if conditions worsen."
Mumbai Beach,13.0827,83.2185,27.22655305,65.23898736,3.696135087,35.7791334,2.719472265,0.382082448,29.85834207,1,Strong waves and cloudy skies. Swimming is not recommended.,"Avoid swimming altogether – rough seas can be dangerous, especially for inexperienced swimmers. If you must enter the water, always wear a life jacket. Swim only in designated areas with lifeguards present. Keep a close watch on weather alerts, as conditions can change quickly. Stay away from rocks, piers, or any dangerous underwater structures. If you're in the water, stay calm and swim parallel to the shore if caught in a rip current. Always swim with a buddy and have an emergency exit plan."
Kerala Beach,13.0827,80.2707,22.63313771,54.67177852,4.855749182,67.12055734,4.110101426,1.423700706,30.84786399,,"Moderate waves expected, exercise caution while swimming.",Wear sunscreen and reapply every few hours. Drink plenty of fluids to stay hydrated in the heat. Avoid swimming far from the shore. Stay within the designated swimming areas. Monitor the waves and currents closely; avoid swimming if conditions worsen. Be cautious of rip currents and swim parallel to the shore to escape them. Keep an eye out for lifeguard signals or warnings.
Goa Beach,13.0827,83.2185,20.37548869,57.88337342,4.516883915,55.20915357,1.488852243,0.53050967,28.0584794,2,Avoid swimming in rough seas due to strong waves.,"Avoid swimming entirely if the sea is rough and there are warnings. If you must enter the water, always wear a life jacket. Swim only in areas designated by lifeguards. Be extra cautious with strong rip currents – they can quickly carry you out to deeper waters. Always have a buddy when swimming in rough conditions. Stay away from rocks or other hazardous structures in the water. Keep an eye on weather alerts, and get out of the water if conditions worsen."
Chennai Beach,11.9416,74.124,28.009849,64.59534616,4.003295328,50.49413651,3.615104236,1.194292489,30.56156563,2,Moderate winds and waves; be cautious and stay near shore.,"Check the weather forecast for any upcoming changes. Use sunscreen with a high SPF, as UV rays can still reach you through clouds. Avoid deep waters if you're not an experienced swimmer. Stay within swimming areas and be cautious around waves. If you're in a group, designate a safe meeting spot in case of emergency. If you're feeling tired, leave the water immediately. Always listen to lifeguard instructions regarding water safety."
Chennai Beach,13.0827,80.2707,29.65614201,58.81340782,5.905348948,33.94304123,3.739646384,1.501292592,31.43493616,3,Dangerous conditions due to rain and strong waves. Avoid swimming.,"Avoid swimming altogether – the risk of strong currents and waves is too high. If you're in the water, always wear a life jacket. If a storm is approaching, get out of the water immediately and seek shelter. Be mindful of the risk of hypothermia in cold rain and rough seas. Never swim in rough seas unless you are a trained lifeguard or swimmer. Stay away from rocks or sharp debris in the water. Be aware of sudden changes in sea conditions, as heavy rainfall can intensify the waves."
Goa Beach,18.922,74.124,20.13536851,53.30591035,4.791897853,34.93800051,3.214876963,1.450245607,31.36545585,3,Avoid swimming due to rain; stay safe and wait for clearance.,"Avoid swimming during heavy rainfall due to reduced visibility. Seek shelter during storms or when lightning is present. Be mindful of strong wind gusts that can make the water choppy. If you do swim, wear bright-colored clothing to be seen. Keep an eye on the weather and leave the water at the first sign of lightning. Avoid alcohol while swimming or engaging in any water activities. Listen to any safety announcements made by lifeguards."
Goa Beach,18.922,76.2711,28.22464506,52.62003475,5.002320981,28.19839321,2.367151703,1.326895296,25.09484696,2,"Nice weather, but stay hydrated. No swimming if feeling weak.","Hydrate frequently, as you may not feel as thirsty in cloudy weather. Apply sunscreen to avoid unexpected sun exposure. Use polarized sunglasses to reduce glare off the water. Always swim in safe, designated areas. Avoid alcohol while swimming or engaging in any water activities. Stay alert for sudden changes in the weather. Keep a first aid kit on hand, especially if you're prone to small injuries."
Goa Beach,18.922,83.2185,28.23155936,64.91366403,2.918286419,35.54322173,3.84677966,0.652087592,29.270776,1,Strong waves and cloudy skies. Swimming is not recommended.,"Avoid swimming altogether – rough seas can be dangerous, especially for inexperienced swimmers. If you must enter the water, always wear a life jacket. Swim only in designated areas with lifeguards present. Keep a close watch on weather alerts, as conditions can change quickly. Stay away from rocks, piers, or any dangerous underwater structures. If you're in the water, stay calm and swim parallel to the shore if caught in a rip current. Always swim with a buddy and have an emergency exit plan."
Mumbai Beach,11.9416,74.124,29.8742318,89.03553879,4.490662451,45.05991643,1.322852285,1.648392544,25.44503203,2,Avoid swimming in rough seas due to strong waves.,"Avoid swimming entirely if the sea is rough and there are warnings. If you must enter the water, always wear a life jacket. Swim only in areas designated by lifeguards. Be extra cautious with strong rip currents – they can quickly carry you out to deeper waters. Always have a buddy when swimming in rough conditions. Stay away from rocks or other hazardous structures in the water. Keep an eye on weather alerts, and get out of the water if conditions worsen."
Chennai Beach,11.9416,83.2185,28.28550654,78.56039803,2.889967921,27.06098532,3.258114113,1.066141711,31.61593167,,Perfect weather for swimming. Enjoy your day!,"Stay hydrated, especially under the sun. Apply sunscreen to prevent sunburn. Wear a hat or sunglasses for additional sun protection. Always swim in designated areas and be mindful of the currents. Check for any lifeguard instructions or warnings. Avoid alcohol, as it impairs judgment and coordination. Use water shoes to avoid injuries from sharp objects."
Kerala Beach,10.8505,80.2707,33.50762556,77.73568596,4.523946855,66.78477569,4.131986709,1.600123461,30.99123295,3,"Rain and moderate waves, stay alert for sudden changes in conditions.","Always check the weather before entering the water, especially with impending storms. Avoid swimming too far from shore as waves may become unpredictable. If there’s lightning, leave the water immediately and seek shelter. Wear a life jacket if you're engaging in water activities. Be cautious of slippery surfaces and rocks along the shore. Keep a close eye on the sea, as sudden storms can make conditions worse. Be prepared to exit the water quickly if conditions change."
